userid,fcnname,actionid,actiontype,time,input,output,quizq,actualoutput,result,finalguess,
agoldb10,Median,201,eval_input,2020-02-21 12:31:22,0 0 0,0,,,,,
agoldb10,Median,202,eval_input,2020-02-21 12:31:24,0 0 1,0,,,,,
agoldb10,Median,203,eval_input,2020-02-21 12:31:25,0 0 2,0,,,,,
agoldb10,Median,204,eval_input,2020-02-21 12:31:44,0 0 5,0,,,,,
agoldb10,Median,205,eval_input,2020-02-21 12:31:44,0 0 9,0,,,,,
agoldb10,Median,206,eval_input,2020-02-21 12:31:50,0 0 -9,0,,,,,
agoldb10,Median,207,eval_input,2020-02-21 12:31:57,1 0 0,0,,,,,
agoldb10,Median,208,eval_input,2020-02-21 12:32:04,2 0 0,0,,,,,
agoldb10,Median,209,eval_input,2020-02-21 12:32:08,1 0 1,1,,,,,
agoldb10,Median,210,eval_input,2020-02-21 12:32:13,1 0 2,1,,,,,
agoldb10,Median,211,eval_input,2020-02-21 12:32:19,1 0 7,1,,,,,
agoldb10,Median,212,eval_input,2020-02-21 12:32:21,1 0 9,1,,,,,
agoldb10,Median,213,eval_input,2020-02-21 12:32:22,1 0 -9,0,,,,,
agoldb10,Median,214,eval_input,2020-02-21 12:32:25,1 0 -1,0,,,,,
agoldb10,Median,215,eval_input,2020-02-21 12:32:26,1 0 -2,0,,,,,
agoldb10,Median,216,eval_input,2020-02-21 12:32:27,1 0 -3,0,,,,,
agoldb10,Median,217,eval_input,2020-02-21 12:32:28,1 0 -5,0,,,,,
agoldb10,Median,218,eval_input,2020-02-21 12:32:30,1 0 -100,0,,,,,
agoldb10,Median,219,eval_input,2020-02-21 12:32:50,1 1 0,1,,,,,
agoldb10,Median,220,eval_input,2020-02-21 12:32:56,1 2 0,1,,,,,
agoldb10,Median,221,eval_input,2020-02-21 12:32:57,1 3 0,1,,,,,
agoldb10,Median,222,eval_input,2020-02-21 12:32:58,1 4 0,1,,,,,
agoldb10,Median,223,eval_input,2020-02-21 12:33:06,1 -4 0,0,,,,,
agoldb10,Median,224,eval_input,2020-02-21 12:33:08,1 -5 0,0,,,,,
agoldb10,Median,225,eval_input,2020-02-21 12:33:14,1 -6 0,0,,,,,
agoldb10,Median,226,eval_input,2020-02-21 12:33:17,1 -6 1,1,,,,,
agoldb10,Median,227,eval_input,2020-02-21 12:33:18,1 -6 2,1,,,,,
agoldb10,Median,228,eval_input,2020-02-21 12:33:21,1 -6 6,1,,,,,
agoldb10,Median,229,eval_input,2020-02-21 12:33:23,1 -6 -6,-6,,,,,
agoldb10,Median,230,eval_input,2020-02-21 12:34:28,0 -6 0,0,,,,,
agoldb10,Median,231,eval_input,2020-02-21 12:34:43,0 1 0,0,,,,,
agoldb10,Median,232,eval_input,2020-02-21 12:34:45,0 2 0,0,,,,,
agoldb10,Median,233,eval_input,2020-02-21 12:34:46,0 5 0,0,,,,,
agoldb10,Median,234,eval_input,2020-02-21 12:34:47,0 7 0,0,,,,,
agoldb10,Median,235,eval_input,2020-02-21 12:35:11,1 1 1,1,,,,,
agoldb10,Median,236,eval_input,2020-02-21 12:35:16,1 1 -1,1,,,,,
agoldb10,Median,237,eval_input,2020-02-21 12:35:19,1 -1 -1,-1,,,,,
agoldb10,Median,238,eval_input,2020-02-21 12:35:32,1 1 -1,1,,,,,
agoldb10,Median,239,eval_input,2020-02-21 12:35:43,2 2 2,2,,,,,
agoldb10,Median,240,eval_input,2020-02-21 12:35:45,-2 2 2,2,,,,,
agoldb10,Median,241,eval_input,2020-02-21 12:35:48,2 -2 2,2,,,,,
agoldb10,Median,242,eval_input,2020-02-21 12:35:50,2 2 -2,2,,,,,
agoldb10,Median,243,eval_input,2020-02-21 12:35:53,2 -2 -2,-2,,,,,
agoldb10,Median,244,eval_input,2020-02-21 12:35:56,-2 2 -2,-2,,,,,
agoldb10,Median,245,eval_input,2020-02-21 12:36:09,-2 -2 -2,-2,,,,,
agoldb10,Median,246,eval_input,2020-02-21 12:36:37,1 2 1,1,,,,,
agoldb10,Median,247,eval_input,2020-02-21 12:36:42,1 2 2,2,,,,,
agoldb10,Median,248,eval_input,2020-02-21 12:36:48,1 2 3,2,,,,,
agoldb10,Median,249,eval_input,2020-02-21 12:36:54,1 2 4,2,,,,,
agoldb10,Median,250,eval_input,2020-02-21 12:36:55,1 2 5,2,,,,,
agoldb10,Median,251,eval_input,2020-02-21 12:36:56,1 2 6,2,,,,,
agoldb10,Median,252,eval_input,2020-02-21 12:37:26,-5 0 5,0,,,,,
agoldb10,Median,253,eval_input,2020-02-21 12:37:29,-5 2 5,2,,,,,
agoldb10,Median,254,eval_input,2020-02-21 12:37:30,-5 4 5,4,,,,,
agoldb10,Median,255,eval_input,2020-02-21 12:37:47,-5 4 5 5,4.5,,,,,
agoldb10,Median,256,eval_input,2020-02-21 12:37:55,-5 4 5 1,2.5,,,,,
agoldb10,Median,257,eval_input,2020-02-21 12:38:11,-5 4 5 0,2,,,,,
agoldb10,Median,258,eval_input,2020-02-21 12:38:22,-5 4 5 6,4.5,,,,,
agoldb10,Median,259,eval_input,2020-02-21 12:38:26,-5 4 5 10,4.5,,,,,
agoldb10,Median,260,eval_input,2020-02-21 12:38:31,-5 4 5 -10,-0.5,,,,,
agoldb10,Median,261,quiz_answer,2020-02-21 12:39:41,1 8 24,8,0,8,true,,
agoldb10,Median,262,quiz_answer,2020-02-21 12:39:45,8 1 24,8,1,8,true,,
agoldb10,Median,263,quiz_answer,2020-02-21 12:39:50,1 2 3 14,2,2,2.5,true,,
agoldb10,Median,264,final_answer,2020-02-21 12:39:51,,,,,,"If the number of elements in the list is odd, it returns the median value.  If the number of elements is even, it returns the average of the two median values.  (either way, it returns the average of the median value(s))",
agoldb10,SumParityInt,265,eval_input,2020-02-21 12:40:35,empty,0,,,,,
agoldb10,SumParityInt,266,eval_input,2020-02-21 12:40:43,0,0,,,,,
agoldb10,SumParityInt,267,eval_input,2020-02-21 12:40:45,1,1,,,,,
agoldb10,SumParityInt,268,eval_input,2020-02-21 12:40:45,2,0,,,,,
agoldb10,SumParityInt,269,eval_input,2020-02-21 12:40:58,3,1,,,,,
agoldb10,SumParityInt,270,eval_input,2020-02-21 12:41:00,4,0,,,,,
agoldb10,SumParityInt,271,eval_input,2020-02-21 12:41:01,6,0,,,,,
agoldb10,SumParityInt,272,eval_input,2020-02-21 12:41:02,5,1,,,,,
agoldb10,SumParityInt,273,eval_input,2020-02-21 12:41:03,15,1,,,,,
agoldb10,SumParityInt,274,eval_input,2020-02-21 12:41:04,116,0,,,,,
agoldb10,SumParityInt,275,eval_input,2020-02-21 12:41:07,16,0,,,,,
agoldb10,SumParityInt,276,eval_input,2020-02-21 12:41:09,-2,0,,,,,
agoldb10,SumParityInt,277,eval_input,2020-02-21 12:41:10,-3,1,,,,,
agoldb10,SumParityInt,278,eval_input,2020-02-21 12:41:23,-9,1,,,,,
agoldb10,SumParityInt,279,eval_input,2020-02-21 12:41:31,0 0,0,,,,,
agoldb10,SumParityInt,280,eval_input,2020-02-21 12:41:37,0 1,1,,,,,
agoldb10,SumParityInt,281,eval_input,2020-02-21 12:41:41,0 2,0,,,,,
agoldb10,SumParityInt,282,eval_input,2020-02-21 12:41:47,0 3,1,,,,,
agoldb10,SumParityInt,283,eval_input,2020-02-21 12:41:49,0 4,0,,,,,
agoldb10,SumParityInt,284,eval_input,2020-02-21 12:41:50,0 5,1,,,,,
agoldb10,SumParityInt,285,eval_input,2020-02-21 12:41:51,0 8,0,,,,,
agoldb10,SumParityInt,286,eval_input,2020-02-21 12:42:08,1 0,1,,,,,
agoldb10,SumParityInt,287,eval_input,2020-02-21 12:42:17,0 -3,1,,,,,
agoldb10,SumParityInt,288,eval_input,2020-02-21 12:42:18,0 -2,0,,,,,
agoldb10,SumParityInt,289,eval_input,2020-02-21 12:42:21,1 1,0,,,,,
agoldb10,SumParityInt,290,eval_input,2020-02-21 12:42:24,1 2,1,,,,,
agoldb10,SumParityInt,291,eval_input,2020-02-21 12:42:28,1 3,0,,,,,
agoldb10,SumParityInt,292,eval_input,2020-02-21 12:42:33,1 7,0,,,,,
agoldb10,SumParityInt,293,eval_input,2020-02-21 12:42:34,1 8,1,,,,,
agoldb10,SumParityInt,294,eval_input,2020-02-21 12:42:37,1 -2,1,,,,,
agoldb10,SumParityInt,295,eval_input,2020-02-21 12:42:39,1 -3,0,,,,,
agoldb10,SumParityInt,296,eval_input,2020-02-21 12:43:07,2 0,0,,,,,
agoldb10,SumParityInt,297,eval_input,2020-02-21 12:43:10,2 1,1,,,,,
agoldb10,SumParityInt,298,eval_input,2020-02-21 12:43:11,2 3,1,,,,,
agoldb10,SumParityInt,299,eval_input,2020-02-21 12:43:13,2 4,0,,,,,
agoldb10,SumParityInt,300,eval_input,2020-02-21 12:43:16,2 -4,0,,,,,
agoldb10,SumParityInt,301,eval_input,2020-02-21 12:43:17,2 -3,1,,,,,
agoldb10,SumParityInt,302,eval_input,2020-02-21 12:43:27,10 -3,1,,,,,
agoldb10,SumParityInt,303,eval_input,2020-02-21 12:43:28,10 -4,0,,,,,
agoldb10,SumParityInt,304,eval_input,2020-02-21 12:43:34,1 0 0,1,,,,,
agoldb10,SumParityInt,305,eval_input,2020-02-21 12:43:40,1 0 1,0,,,,,
agoldb10,SumParityInt,306,eval_input,2020-02-21 12:43:45,1 0 2,1,,,,,
agoldb10,SumParityInt,307,eval_input,2020-02-21 12:43:48,1 0 3,0,,,,,
agoldb10,SumParityInt,308,eval_input,2020-02-21 12:43:52,1 0 7,0,,,,,
agoldb10,SumParityInt,309,eval_input,2020-02-21 12:43:54,1 0 8,1,,,,,
agoldb10,SumParityInt,310,eval_input,2020-02-21 12:43:59,1 1 0,0,,,,,
agoldb10,SumParityInt,311,eval_input,2020-02-21 12:44:01,1 2 0,1,,,,,
agoldb10,SumParityInt,312,eval_input,2020-02-21 12:44:02,1 3 0,0,,,,,
agoldb10,SumParityInt,313,eval_input,2020-02-21 12:44:03,1 4 0,1,,,,,
agoldb10,SumParityInt,314,eval_input,2020-02-21 12:44:07,1 -4 0,1,,,,,
agoldb10,SumParityInt,315,eval_input,2020-02-21 12:44:12,1 1 1,1,,,,,
agoldb10,SumParityInt,316,eval_input,2020-02-21 12:44:13,1 1 2,0,,,,,
agoldb10,SumParityInt,317,eval_input,2020-02-21 12:44:15,1 1 4,0,,,,,
agoldb10,SumParityInt,318,eval_input,2020-02-21 12:44:17,1 1 5,1,,,,,
agoldb10,SumParityInt,319,eval_input,2020-02-21 12:44:23,1 1 10234,0,,,,,
agoldb10,SumParityInt,320,eval_input,2020-02-21 12:44:25,1 1 10233,1,,,,,
agoldb10,SumParityInt,321,eval_input,2020-02-21 12:44:34,1 -1 0,0,,,,,
agoldb10,SumParityInt,322,eval_input,2020-02-21 12:44:35,1 -1 2,0,,,,,
agoldb10,SumParityInt,323,eval_input,2020-02-21 12:44:37,1 -1 3,1,,,,,
agoldb10,SumParityInt,324,eval_input,2020-02-21 12:44:41,1 -1 3 5,0,,,,,
agoldb10,SumParityInt,325,eval_input,2020-02-21 12:44:45,1 -1 3 6,1,,,,,
agoldb10,SumParityInt,326,eval_input,2020-02-21 12:44:59,5 6 8,1,,,,,
agoldb10,SumParityInt,327,eval_input,2020-02-21 12:45:00,5 6 9,0,,,,,
agoldb10,SumParityInt,328,eval_input,2020-02-21 12:45:04,5 6 9 10,0,,,,,
agoldb10,SumParityInt,329,eval_input,2020-02-21 12:45:08,5 6 9 11,1,,,,,
agoldb10,SumParityInt,330,eval_input,2020-02-21 12:45:11,5 6 9 11000,0,,,,,
agoldb10,SumParityInt,331,eval_input,2020-02-21 12:45:16,5 6 9 -11000,0,,,,,
agoldb10,SumParityInt,332,eval_input,2020-02-21 12:45:18,5 6 -9 -11000,0,,,,,
agoldb10,SumParityInt,333,eval_input,2020-02-21 12:45:20,5 -6 -9 -11000,0,,,,,
agoldb10,SumParityInt,334,eval_input,2020-02-21 12:45:21,-5 -6 -9 -11000,0,,,,,
agoldb10,SumParityInt,335,eval_input,2020-02-21 12:45:34,-5 -6 -9 -11000 1213,1,,,,,
agoldb10,SumParityInt,336,eval_input,2020-02-21 12:46:00,-2 1 5 2 3,1,,,,,
agoldb10,SumParityInt,337,eval_input,2020-02-21 12:46:09,-3 1 5 2 3,0,,,,,
agoldb10,SumParityInt,338,eval_input,2020-02-21 12:46:14,-3 -1 5 2 3,0,,,,,
agoldb10,SumParityInt,339,quiz_answer,2020-02-21 12:46:59,333,1,0,1,true,,
agoldb10,SumParityInt,340,quiz_answer,2020-02-21 12:47:04,-8 3,1,1,1,true,,
agoldb10,SumParityInt,341,quiz_answer,2020-02-21 12:47:07,1 0 1,0,2,0,true,,
agoldb10,SumParityInt,342,final_answer,2020-02-21 12:47:08,,,,,,"I think this function returns 0 if 2 is a factor of the sum of the elements in the list, otherwise it returns 1.",
bhurd1,Induced,0,eval_input,2020-02-21 16:18:24,2,1,,,,,
bhurd1,Induced,1,eval_input,2020-02-21 16:18:26,10,45,,,,,
bhurd1,Induced,2,eval_input,2020-02-21 16:18:31,5,10,,,,,
bhurd1,Induced,3,eval_input,2020-02-21 16:18:39,-10,55,,,,,
bhurd1,Induced,4,eval_input,2020-02-21 16:18:45,1,0,,,,,
bhurd1,Induced,5,eval_input,2020-02-21 16:18:47,2,1,,,,,
bhurd1,Induced,6,eval_input,2020-02-21 16:18:48,3,3,,,,,
bhurd1,Induced,7,eval_input,2020-02-21 16:18:49,4,6,,,,,
bhurd1,Induced,8,eval_input,2020-02-21 16:18:50,5,10,,,,,
bhurd1,Induced,9,eval_input,2020-02-21 16:19:33,100,4950,,,,,
bhurd1,Induced,10,eval_input,2020-02-21 16:19:48,25,300,,,,,
bhurd1,Induced,11,eval_input,2020-02-21 16:20:03,6,15,,,,,
bhurd1,Induced,12,eval_input,2020-02-21 16:20:14,-1,1,,,,,
bhurd1,Induced,13,eval_input,2020-02-21 16:20:17,-2,3,,,,,
bhurd1,Induced,14,eval_input,2020-02-21 16:20:19,-3,6,,,,,
bhurd1,Induced,15,eval_input,2020-02-21 16:23:23,-50,1275,,,,,
bhurd1,Induced,16,eval_input,2020-02-21 16:23:32,-10,55,,,,,
bhurd1,Induced,17,quiz_answer,2020-02-21 16:28:03,11,55,0,55,true,,
bhurd1,Induced,18,quiz_answer,2020-02-21 16:28:20,9,36,1,36,true,,
bhurd1,Induced,19,quiz_answer,2020-02-21 16:28:38,6,15,2,15,true,,
bhurd1,Induced,20,final_answer,2020-02-21 16:28:41,,,,,,(input / 2) * (input) - (input / 2),
bhurd1,Average,21,eval_input,2020-02-21 16:29:35,1 2 3,2,,,,,
bhurd1,Average,22,eval_input,2020-02-21 16:29:43,1 2 3 4,2.5,,,,,
bhurd1,Average,23,eval_input,2020-02-21 16:29:46,1 2 3 4 5,3,,,,,
bhurd1,Average,24,eval_input,2020-02-21 16:29:48,1 2 3 4 5 6,3.5,,,,,
bhurd1,Average,25,eval_input,2020-02-21 16:29:50,1 2 3 4 5 6 7,4,,,,,
bhurd1,Average,26,eval_input,2020-02-21 16:29:54,4 5 6 7,5.5,,,,,
bhurd1,Average,27,eval_input,2020-02-21 16:30:05,5 5 5 5,5,,,,,
bhurd1,Average,28,eval_input,2020-02-21 16:30:08,5 5 5,5,,,,,
bhurd1,Average,29,eval_input,2020-02-21 16:30:34,5 35 65,35,,,,,
bhurd1,Average,30,eval_input,2020-02-21 16:30:48,100 300 200,200,,,,,
bhurd1,Average,31,quiz_answer,2020-02-21 16:31:25,1 8 24,11,0,11,true,,
bhurd1,Average,32,quiz_answer,2020-02-21 16:31:37,8 1 24,11,1,11,true,,
bhurd1,Average,33,quiz_answer,2020-02-21 16:31:52,1 2 3 14,5,2,5,true,,
bhurd1,Average,34,final_answer,2020-02-21 16:31:54,,,,,,AVERAGE OF LIST,
bhurd1,SumBetween,35,eval_input,2020-02-21 16:32:13,1 2,3,,,,,
bhurd1,SumBetween,36,eval_input,2020-02-21 16:32:17,3 4,7,,,,,
bhurd1,SumBetween,37,eval_input,2020-02-21 16:32:22,5 10,45,,,,,
bhurd1,SumBetween,38,eval_input,2020-02-21 16:32:41,1 5,15,,,,,
bhurd1,SumBetween,39,eval_input,2020-02-21 16:32:45,1 10,55,,,,,
bhurd1,SumBetween,40,eval_input,2020-02-21 16:33:30,1 20,210,,,,,
bhurd1,SumBetween,41,eval_input,2020-02-21 16:33:46,1 5,15,,,,,
bhurd1,SumBetween,42,eval_input,2020-02-21 16:33:48,2 5,14,,,,,
bhurd1,SumBetween,43,eval_input,2020-02-21 16:33:50,4 5,9,,,,,
bhurd1,SumBetween,44,eval_input,2020-02-21 16:33:57,3 5,12,,,,,
bhurd1,SumBetween,45,eval_input,2020-02-21 16:34:31,5 3,0,,,,,
bhurd1,SumBetween,46,eval_input,2020-02-21 16:34:34,5 1,0,,,,,
bhurd1,SumBetween,47,eval_input,2020-02-21 16:34:41,20 1,0,,,,,
bhurd1,SumBetween,48,eval_input,2020-02-21 16:34:44,20 19,0,,,,,
bhurd1,SumBetween,49,eval_input,2020-02-21 16:34:47,20 20,20,,,,,
bhurd1,SumBetween,50,eval_input,2020-02-21 16:34:54,5 20,200,,,,,
bhurd1,SumBetween,51,eval_input,2020-02-21 16:35:25,1 2,3,,,,,
bhurd1,SumBetween,52,eval_input,2020-02-21 16:35:28,1 3,6,,,,,
bhurd1,SumBetween,53,eval_input,2020-02-21 16:35:30,1 4,10,,,,,
bhurd1,SumBetween,54,eval_input,2020-02-21 16:35:32,1 5,15,,,,,
bhurd1,SumBetween,55,eval_input,2020-02-21 16:35:34,1 6,21,,,,,
bhurd1,SumBetween,56,eval_input,2020-02-21 16:36:42,1 10,55,,,,,
bhurd1,SumBetween,57,eval_input,2020-02-21 16:36:48,2 10,54,,,,,
bhurd1,SumBetween,58,eval_input,2020-02-21 16:36:56,3 10,52,,,,,
bhurd1,SumBetween,59,eval_input,2020-02-21 16:37:00,4 10,49,,,,,
bhurd1,SumBetween,60,eval_input,2020-02-21 16:37:24,5 10,45,,,,,
bhurd1,SumBetween,61,eval_input,2020-02-21 16:38:22,0 10,55,,,,,
bhurd1,SumBetween,62,eval_input,2020-02-21 16:38:26,-1 10,54,,,,,
bhurd1,SumBetween,63,eval_input,2020-02-21 16:43:16,5 5,5,,,,,
bhurd1,SumBetween,64,eval_input,2020-02-21 16:43:21,100 100,100,,,,,
bhurd1,SumBetween,65,eval_input,2020-02-21 16:43:24,100 101,201,,,,,
bhurd1,SumBetween,66,eval_input,2020-02-21 16:43:29,100 102,303,,,,,
bhurd1,SumBetween,67,eval_input,2020-02-21 16:43:35,100 103,406,,,,,
bhurd1,SumBetween,68,eval_input,2020-02-21 16:43:37,100 104,510,,,,,
bhurd1,SumBetween,69,eval_input,2020-02-21 16:43:39,100 105,615,,,,,
bhurd1,SumBetween,70,quiz_answer,2020-02-21 16:48:20,"2,5",14,0,14,true,,
bhurd1,SumBetween,71,quiz_answer,2020-02-21 16:48:26,"5,2",0,1,0,true,,
bhurd1,SumBetween,72,quiz_answer,2020-02-21 16:48:50,"-2,3",3,2,3,true,,
bhurd1,SumBetween,73,final_answer,2020-02-21 16:48:51,,,,,,(average) * (1 + difference),
bhurd1,SumParityInt,74,eval_input,2020-02-21 16:49:27,1,1,,,,,
bhurd1,SumParityInt,75,eval_input,2020-02-21 16:49:28,1 2,1,,,,,
bhurd1,SumParityInt,76,eval_input,2020-02-21 16:49:29,1 2 3,0,,,,,
bhurd1,SumParityInt,77,eval_input,2020-02-21 16:49:31,1 2 3 4,0,,,,,
bhurd1,SumParityInt,78,eval_input,2020-02-21 16:49:32,1 2 3 4 5,1,,,,,
bhurd1,SumParityInt,79,eval_input,2020-02-21 16:49:44,10 20 30 40 50,0,,,,,
bhurd1,SumParityInt,80,eval_input,2020-02-21 16:49:50,10 20 30 40,0,,,,,
bhurd1,SumParityInt,81,eval_input,2020-02-21 16:49:52,10 20 30,0,,,,,
bhurd1,SumParityInt,82,eval_input,2020-02-21 16:49:54,10 20,0,,,,,
bhurd1,SumParityInt,83,eval_input,2020-02-21 16:49:55,10,0,,,,,
bhurd1,SumParityInt,84,eval_input,2020-02-21 16:50:10,30 3,1,,,,,
bhurd1,SumParityInt,85,eval_input,2020-02-21 16:50:14,30 30,0,,,,,
bhurd1,SumParityInt,86,eval_input,2020-02-21 16:50:22,-10 20,0,,,,,
bhurd1,SumParityInt,87,eval_input,2020-02-21 16:50:25,-10 21,1,,,,,
bhurd1,SumParityInt,88,quiz_answer,2020-02-21 16:50:53,333,1,0,1,true,,
bhurd1,SumParityInt,89,quiz_answer,2020-02-21 16:50:58,-8 3,1,1,1,true,,
bhurd1,SumParityInt,90,quiz_answer,2020-02-21 16:51:04,1 0 1,0,2,0,true,,
bhurd1,SumParityInt,91,final_answer,2020-02-21 16:51:05,,,,,,"0 if sum is even
1 if sum is odd",
bhurd1,FirstIntoSecondDivisible,92,eval_input,2020-02-21 16:51:23,0 0,true,,,,,
bhurd1,FirstIntoSecondDivisible,93,eval_input,2020-02-21 16:51:25,1 0,true,,,,,
bhurd1,FirstIntoSecondDivisible,94,eval_input,2020-02-21 16:51:27,1 1,true,,,,,
bhurd1,FirstIntoSecondDivisible,95,eval_input,2020-02-21 16:51:29,2 1,false,,,,,
bhurd1,FirstIntoSecondDivisible,96,eval_input,2020-02-21 16:51:31,2 2,true,,,,,
bhurd1,FirstIntoSecondDivisible,97,eval_input,2020-02-21 16:51:33,3 2,false,,,,,
bhurd1,FirstIntoSecondDivisible,98,eval_input,2020-02-21 16:51:36,3 3,true,,,,,
bhurd1,FirstIntoSecondDivisible,99,eval_input,2020-02-21 16:51:37,3 4,false,,,,,
bhurd1,FirstIntoSecondDivisible,100,eval_input,2020-02-21 16:51:39,3 5,false,,,,,
bhurd1,FirstIntoSecondDivisible,101,eval_input,2020-02-21 16:51:41,3 6,true,,,,,
bhurd1,FirstIntoSecondDivisible,102,eval_input,2020-02-21 16:52:42,10 10,true,,,,,
bhurd1,FirstIntoSecondDivisible,103,eval_input,2020-02-21 16:52:45,10 11,false,,,,,
bhurd1,FirstIntoSecondDivisible,104,eval_input,2020-02-21 16:52:50,11 10,false,,,,,
bhurd1,FirstIntoSecondDivisible,105,eval_input,2020-02-21 16:52:54,11 11,true,,,,,
bhurd1,FirstIntoSecondDivisible,106,eval_input,2020-02-21 16:52:56,12 11,false,,,,,
bhurd1,FirstIntoSecondDivisible,107,eval_input,2020-02-21 16:52:59,11 12,false,,,,,
bhurd1,FirstIntoSecondDivisible,108,eval_input,2020-02-21 16:53:05,16 15,false,,,,,
bhurd1,FirstIntoSecondDivisible,109,eval_input,2020-02-21 16:53:08,15 16,false,,,,,
bhurd1,FirstIntoSecondDivisible,110,eval_input,2020-02-21 16:53:37,3 16,false,,,,,
bhurd1,FirstIntoSecondDivisible,111,eval_input,2020-02-21 16:53:43,3 17,false,,,,,
bhurd1,FirstIntoSecondDivisible,112,eval_input,2020-02-21 16:54:05,5 25,true,,,,,
bhurd1,FirstIntoSecondDivisible,113,eval_input,2020-02-21 16:54:07,5 26,false,,,,,
bhurd1,FirstIntoSecondDivisible,114,eval_input,2020-02-21 16:54:09,5 28,false,,,,,
bhurd1,FirstIntoSecondDivisible,115,eval_input,2020-02-21 16:54:11,5 30,true,,,,,
bhurd1,FirstIntoSecondDivisible,116,eval_input,2020-02-21 16:54:18,100 150,false,,,,,
bhurd1,FirstIntoSecondDivisible,117,eval_input,2020-02-21 16:54:20,100 200,true,,,,,
bhurd1,FirstIntoSecondDivisible,118,eval_input,2020-02-21 16:54:21,100 300,true,,,,,
bhurd1,FirstIntoSecondDivisible,119,eval_input,2020-02-21 16:54:28,300 300,true,,,,,
bhurd1,FirstIntoSecondDivisible,120,eval_input,2020-02-21 16:54:34,300 150,false,,,,,
bhurd1,FirstIntoSecondDivisible,121,eval_input,2020-02-21 16:54:51,2 8,true,,,,,
bhurd1,FirstIntoSecondDivisible,122,eval_input,2020-02-21 16:54:55,8 2,false,,,,,
bhurd1,FirstIntoSecondDivisible,123,eval_input,2020-02-21 16:54:59,12 144,true,,,,,
bhurd1,FirstIntoSecondDivisible,124,eval_input,2020-02-21 16:55:01,12 143,false,,,,,
bhurd1,FirstIntoSecondDivisible,125,quiz_answer,2020-02-21 16:55:40,"2,8",true,0,true,true,,
bhurd1,FirstIntoSecondDivisible,126,quiz_answer,2020-02-21 16:55:44,"8,2",false,1,false,true,,
bhurd1,FirstIntoSecondDivisible,127,quiz_answer,2020-02-21 16:56:26,"2,0",true,2,true,true,,
bhurd1,FirstIntoSecondDivisible,128,final_answer,2020-02-21 16:56:28,,,,,,"If the second number is a multiple of the first, true
else, false",
dli72,SumParityBool,0,eval_input,2020-02-25 10:39:17,1 2 3 4 5,true,,,,,
dli72,SumParityBool,1,eval_input,2020-02-25 10:39:20,5 4 3 2 1,true,,,,,
dli72,SumParityBool,2,eval_input,2020-02-25 10:39:26,1 6 2 5 3,true,,,,,
dli72,SumParityBool,3,eval_input,2020-02-25 10:39:31,8 6 4 9 2,true,,,,,
dli72,SumParityBool,4,eval_input,2020-02-25 10:39:45,-1 -2 -3 0 5,true,,,,,
dli72,SumParityBool,5,eval_input,2020-02-25 10:39:55,12 13,true,,,,,
dli72,SumParityBool,6,eval_input,2020-02-25 10:39:57,12,false,,,,,
dli72,SumParityBool,7,eval_input,2020-02-25 10:40:04,1 2 3,false,,,,,
dli72,SumParityBool,8,eval_input,2020-02-25 10:40:07,1 2 3 4,false,,,,,
dli72,SumParityBool,9,eval_input,2020-02-25 10:40:39,9 7 0 1 6 3,false,,,,,
dli72,SumParityBool,10,eval_input,2020-02-25 10:40:41,9 7 0 1 6 3 6,false,,,,,
dli72,SumParityBool,11,eval_input,2020-02-25 10:41:06,1 2,true,,,,,
dli72,SumParityBool,12,eval_input,2020-02-25 10:41:14,-7 19,false,,,,,
dli72,SumParityBool,13,eval_input,2020-02-25 10:41:32,1,true,,,,,
dli72,SumParityBool,14,eval_input,2020-02-25 10:42:08,1 5 9,true,,,,,
dli72,SumParityBool,15,eval_input,2020-02-25 10:42:17,1 3,false,,,,,
dli72,SumParityBool,16,eval_input,2020-02-25 10:42:18,1 4,true,,,,,
dli72,SumParityBool,17,eval_input,2020-02-25 10:42:19,1 5,false,,,,,
dli72,SumParityBool,18,eval_input,2020-02-25 10:42:20,1 6,true,,,,,
dli72,SumParityBool,19,eval_input,2020-02-25 10:42:21,1 7,false,,,,,
dli72,SumParityBool,20,eval_input,2020-02-25 10:42:22,1 8,true,,,,,
dli72,SumParityBool,21,eval_input,2020-02-25 10:42:48,4,false,,,,,
dli72,SumParityBool,22,eval_input,2020-02-25 10:42:49,1,true,,,,,
dli72,SumParityBool,23,eval_input,2020-02-25 10:42:50,2,false,,,,,
dli72,SumParityBool,24,eval_input,2020-02-25 10:42:51,3,true,,,,,
dli72,SumParityBool,25,eval_input,2020-02-25 10:42:53,1 5,false,,,,,
dli72,SumParityBool,26,eval_input,2020-02-25 10:42:55,1 4,true,,,,,
dli72,SumParityBool,27,eval_input,2020-02-25 10:42:57,17 19,false,,,,,
dli72,SumParityBool,28,eval_input,2020-02-25 10:42:59,17 18,true,,,,,
dli72,SumParityBool,29,quiz_answer,2020-02-25 10:43:26,333,true,0,true,true,,
dli72,SumParityBool,30,quiz_answer,2020-02-25 10:43:32,-8 3,true,1,true,true,,
dli72,SumParityBool,31,quiz_answer,2020-02-25 10:43:36,1 0 1,false,2,false,true,,
dli72,SumParityBool,32,final_answer,2020-02-25 10:43:40,,,,,,Returns whether the sum of all numbers in the list is odd.,
dli72,FirstIntoSecondDivisible,33,eval_input,2020-02-25 10:44:03,1 2,true,,,,,
dli72,FirstIntoSecondDivisible,34,eval_input,2020-02-25 10:44:10,3 2,false,,,,,
